amount,transaction_hour,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_night_transaction,amount_to_trust_ratio,amount_velocity_ratio,is_high_risk_location,location_anomaly_score,is_high_amount,is_low_trust,merchant_category_Clothing,merchant_category_Electronics,merchant_category_Food,merchant_category_Grocery,merchant_category_Travel,time_of_day_category_Afternoon,time_of_day_category_Evening,time_of_day_category_Morning,time_of_day_category_Night,is_fraud
131.09,19,0,0,46,3,35,0,2.849782546743858,32.7725,0,0,0,0,1,0,0,0,0,0,1,0,0,0
484.2,11,0,0,67,2,26,0,7.226865563778126,161.4,0,0,0,0,0,0,1,0,0,0,0,1,0,0
485.06,4,0,0,63,2,58,1,7.6993649571529374,161.68666666666667,0,0,0,0,0,0,1,0,0,0,0,0,1,0
333.76,12,0,0,41,3,41,0,8.140487606329572,83.44,0,0,0,0,0,0,1,0,0,1,0,0,0,0
264.88,9,1,0,38,0,46,0,6.970526132354576,264.88,1,1,0,1,0,0,1,0,0,0,0,1,0,0
168.72,15,0,0,86,1,29,0,1.9618604423039483,84.36,0,0,0,0,0,0,1,0,0,1,0,0,0,0
243.61,20,0,0,82,4,25,0,2.9708536223066635,48.722,0,0,0,0,0,0,0,0,1,0,1,0,0,0
78.77,21,0,0,57,1,34,0,1.381929800317021,39.385,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2.15,13,0,0,70,0,43,0,0.03071428527551021,2.15,0,0,0,0,0,0,0,1,0,1,0,0,0,0
111.73,16,0,0,25,1,38,0,4.469199821232007,55.865,0,0,0,1,0,1,0,0,0,1,0,0,0,0
41.98,12,0,0,30,1,55,0,1.3993332866888903,20.99,0,0,0,1,1,0,0,0,0,1,0,0,0,0
299.22,11,0,1,25,0,53,0,11.96879952124802,299.22,1,1,0,1,0,1,0,0,0,0,0,1,0,0
127.87,17,0,0,43,1,65,0,2.9737208610762593,63.935,0,0,0,0,0,0,0,0,1,1,0,0,0,0
384.24,20,0,0,98,1,67,0,3.920816286522283,192.12,0,0,0,0,1,0,0,0,0,0,1,0,0,0
65.31,15,0,0,56,0,57,0,1.1662499791741077,65.31,0,0,0,0,0,0,1,0,0,1,0,0,0,0
156.14,8,1,1,41,4,55,0,3.808292590041644,31.227999999999998,1,2,0,0,0,1,0,0,0,0,0,1,0,0
66.39,17,0,0,62,2,28,0,1.0708064343418318,22.13,0,0,0,0,0,0,0,0,1,1,0,0,0,0
144.55,19,0,0,80,3,65,0,1.8068749774140629,36.1375,0,0,0,0,1,0,0,0,0,0,1,0,0,0
219.18,13,0,0,28,2,34,0,7.827856863290826,73.06,0,0,0,1,0,0,0,1,0,1,0,0,0,0
361.91,15,0,0,62,2,24,0,5.8372579703668075,120.63666666666667,0,0,0,0,0,0,1,0,0,1,0,0,0,0
67.95,8,0,0,27,3,45,0,2.5166665734567935,16.9875,0,0,0,1,0,0,1,0,0,0,0,1,0,0
24.66,8,0,0,31,3,68,0,0.7954838453069727,6.165,0,0,0,1,0,0,1,0,0,0,0,1,0,0
39.38,9,1,0,35,2,44,0,1.1251428249959194,13.126666666666667,1,1,0,1,0,0,0,0,1,0,0,1,0,0
236.26,23,0,0,28,3,49,0,8.437856841505113,59.065,0,0,0,1,0,1,0,0,0,0,1,0,0,0
112.99,12,0,0,61,0,61,0,1.8522950516017205,112.99,0,0,0,0,0,0,0,1,0,1,0,0,0,0
113.35,4,0,0,65,2,40,1,1.7438461270177519,37.78333333333333,0,0,0,0,0,0,1,0,0,0,0,0,1,0
450.61,3,0,0,52,2,34,1,8.665576756431216,150.20333333333335,0,0,0,0,0,0,1,0,0,0,0,0,1,0
254.13,11,0,1,87,2,63,0,2.9210344491835123,84.71,1,1,0,0,0,0,0,0,1,0,0,1,0,0
15.04,3,0,0,36,3,29,1,0.41777776617283985,3.76,0,0,0,1,0,1,0,0,0,0,0,0,1,0
284.32,23,0,0,50,3,23,0,5.686399886272002,71.08,0,0,0,0,0,0,0,1,0,0,1,0,0,0
536.06,10,0,0,28,2,49,0,19.144999316250022,178.68666666666664,0,0,1,1,0,0,1,0,0,0,0,1,0,0
13.86,20,0,0,87,5,26,0,0.15931034299643285,2.31,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.8,15,0,0,92,3,21,0,0.019565217178638943,0.45,0,0,0,0,1,0,0,0,0,1,0,0,0,0
49.01,5,0,0,72,2,27,1,0.6806944349903551,16.336666666666666,0,0,0,0,0,0,0,1,0,0,0,0,1,0
178.45,10,0,0,58,0,64,0,3.0767240848840673,178.45,0,0,0,0,0,0,0,1,0,0,0,1,0,0
196.04,18,0,0,54,6,45,0,3.630370303141291,28.005714285714284,0,0,0,0,0,0,0,1,0,0,1,0,0,0
12.58,15,0,0,44,0,49,0,0.2859090844111572,12.58,0,0,0,0,0,0,0,1,0,1,0,0,0,0
288.61,1,0,0,91,1,21,1,3.171538426686391,144.305,0,0,0,0,0,1,0,0,0,0,0,0,1,0
34.52,16,0,0,94,4,38,0,0.36723403864644644,6.904000000000001,0,0,0,0,0,0,0,1,0,1,0,0,0,0
173.77,19,0,0,60,1,68,0,2.8961666183972232,86.885,0,0,0,0,1,0,0,0,0,0,1,0,0,0
176.86,18,0,0,75,0,69,0,2.3581333018915562,176.86,0,0,0,0,1,0,0,0,0,0,1,0,0,0
606.12,13,0,0,86,2,19,0,7.0479068947917805,202.04,0,0,1,0,0,0,1,0,0,1,0,0,0,0
84.56,5,0,0,86,3,31,1,0.9832558025202814,21.14,0,0,0,0,1,0,0,0,0,0,0,0,1,0
33.57,15,0,0,97,2,35,0,0.3460824706589436,11.19,0,0,0,0,0,0,1,0,0,1,0,0,0,0
88.43,17,0,0,75,0,53,0,1.1790666509457781,88.43,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3.64,7,0,0,48,3,19,0,0.07583333175347226,0.91,0,0,0,0,0,1,0,0,0,0,0,1,0,0
244.0,9,0,0,50,3,25,0,4.8799999024000025,61.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
54.15,2,0,0,54,3,35,1,1.0027777592078193,13.5375,0,0,0,0,0,1,0,0,0,0,0,0,1,0
105.59,15,0,0,49,2,18,0,2.154897915206165,35.196666666666665,0,0,0,0,0,1,0,0,0,1,0,0,0,0
620.65,12,0,0,80,2,41,0,7.758124903023439,206.88333333333333,0,0,1,0,0,1,0,0,0,1,0,0,0,0
316.34,14,0,0,94,2,57,0,3.3653191131349027,105.44666666666666,0,0,0,0,0,0,0,0,1,1,0,0,0,0
29.92,9,0,0,70,1,67,0,0.4274285653224491,14.96,0,0,0,0,0,0,0,0,1,0,0,1,0,0
146.44,0,0,1,79,2,50,1,1.8536708626117613,48.81333333333333,1,1,0,0,0,0,1,0,0,0,0,0,1,0
234.66,9,0,0,36,0,46,0,6.518333152268524,234.66,0,0,0,1,0,0,1,0,0,0,0,1,0,0
87.06,12,0,0,93,3,18,0,0.9361290221921611,21.765,0,0,0,0,1,0,0,0,0,1,0,0,0,0
497.13,17,0,0,77,4,24,0,6.456233682386576,99.426,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11.57,10,0,0,97,0,59,0,0.11927834928579022,11.57,0,0,0,0,0,1,0,0,0,0,0,1,0,0
158.56,20,0,0,54,0,58,0,2.93629624192044,158.56,0,0,0,0,0,0,0,0,1,0,1,0,0,0
56.23,1,0,0,67,3,34,1,0.8392537188171086,14.0575,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3.48,9,0,0,83,3,52,0,0.04192771033822036,0.87,0,0,0,0,0,0,0,1,0,0,0,1,0,0
26.24,17,0,0,58,4,33,0,0.4524137853032106,5.247999999999999,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11.92,3,0,0,56,3,62,1,0.21285713905612252,2.98,0,0,0,0,1,0,0,0,0,0,0,0,1,0
78.37,15,0,1,32,1,42,0,2.4490624234667995,39.185,1,1,0,1,0,0,0,1,0,1,0,0,0,0
140.27,15,0,0,58,2,66,0,2.418448234164686,46.75666666666667,0,0,0,0,1,0,0,0,0,1,0,0,0,0
77.74,13,0,0,70,1,32,0,1.1105714127061226,38.87,0,0,0,0,0,0,1,0,0,1,0,0,0,0
85.27,14,0,0,49,3,36,0,1.7402040461182848,21.3175,0,0,0,0,0,0,1,0,0,1,0,0,0,0
68.08,17,0,1,85,1,43,0,0.800941167047751,34.04,1,1,0,0,0,0,0,0,1,1,0,0,0,0
216.54,6,0,0,27,4,28,0,8.019999702962973,43.308,0,0,0,1,1,0,0,0,0,0,0,1,0,0
25.61,9,0,0,90,2,28,0,0.2845555523938272,8.536666666666667,0,0,0,0,0,0,0,0,1,0,0,1,0,0
132.81,3,0,0,62,3,45,1,2.142096739643601,33.2025,0,0,0,0,0,0,0,1,0,0,0,0,1,0
52.22,8,0,1,77,2,53,0,0.6781818093742622,17.406666666666666,1,1,0,0,0,0,0,0,1,0,0,1,0,0
63.93,16,0,0,31,2,53,0,2.0622579979916775,21.31,0,0,0,1,0,0,0,1,0,1,0,0,0,0
112.25,1,0,0,62,4,30,1,1.8104838417663898,22.45,0,0,0,0,0,0,1,0,0,0,0,0,1,0
291.26,18,0,0,83,0,62,0,3.509156584227029,291.26,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19.09,19,0,0,62,3,64,0,0.30790322084027066,4.7725,0,0,0,0,0,0,0,1,0,0,1,0,0,0
16.66,20,0,0,94,3,44,0,0.17723404066772297,4.165,0,0,0,0,1,0,0,0,0,0,1,0,0,0
180.69,7,0,0,26,0,22,0,6.949615117322495,180.69,0,0,0,1,0,0,0,1,0,0,0,1,0,0
56.52,23,0,0,81,4,18,0,0.6977777691632375,11.304,0,0,0,0,0,0,1,0,0,0,1,0,0,0
193.63,17,0,0,29,4,24,0,6.676896321486334,38.726,0,0,0,1,0,0,1,0,0,1,0,0,0,0
263.56,7,1,0,39,3,49,0,6.757948544667986,65.89,1,1,0,1,0,1,0,0,0,0,0,1,0,0
534.63,9,0,0,81,1,40,0,6.600370288884317,267.315,0,0,1,0,0,0,0,0,1,0,0,1,0,0
101.84,12,0,0,51,2,47,0,1.9968627059438686,33.946666666666665,0,0,0,0,0,0,1,0,0,1,0,0,0,0
146.48,11,0,0,55,2,20,0,2.6632726788495877,48.82666666666666,0,0,0,0,0,0,1,0,0,0,0,1,0,0
79.37,8,0,1,64,3,21,0,1.240156230622559,19.8425,1,1,0,0,0,0,0,1,0,0,0,1,0,0
276.18,8,0,0,93,4,66,0,2.969677387422824,55.236000000000004,0,0,0,0,0,0,1,0,0,0,0,1,0,0
362.02,13,0,0,68,1,40,0,5.323823451120243,181.01,0,0,0,0,0,1,0,0,0,1,0,0,0,0
40.38,19,0,0,85,0,34,0,0.47505881794048455,40.38,0,0,0,0,0,0,1,0,0,0,1,0,0,0
52.55,8,0,0,42,2,25,0,1.2511904464002275,17.516666666666666,0,0,0,0,0,0,0,1,0,0,0,1,0,0
40.17,23,0,0,86,1,56,0,0.4670930178244998,20.085,0,0,0,0,0,0,1,0,0,0,1,0,0,0
205.24,13,0,0,95,4,46,0,2.1604210298903053,41.048,0,0,0,0,0,0,0,0,1,1,0,0,0,0
102.21,15,0,0,89,1,23,0,1.1484269533884612,51.105,0,0,0,0,0,0,1,0,0,1,0,0,0,0
118.74,20,0,0,92,1,69,0,1.2906521598842156,59.37,0,0,0,0,0,1,0,0,0,0,1,0,0,0
418.55,6,0,0,45,2,69,0,9.301110904419758,139.51666666666668,0,0,0,0,0,0,0,1,0,0,0,1,0,0
175.47,19,0,0,29,5,40,0,6.05068944652795,29.245,0,0,0,1,0,0,0,0,1,0,1,0,0,0
377.7,7,1,0,81,2,62,0,4.66296290539552,125.89999999999999,1,1,0,0,0,0,0,0,1,0,0,1,0,0
586.8,18,0,0,50,1,21,0,11.735999765280004,293.4,0,0,1,0,0,0,1,0,0,0,1,0,0,0
188.11,18,0,0,27,2,37,0,6.967036778998638,62.70333333333334,0,0,0,1,0,0,0,0,1,0,1,0,0,0
167.84,9,0,0,96,1,63,0,1.7483333151215281,83.92,0,0,0,0,0,1,0,0,0,0,0,1,0,0
148.43,8,0,0,78,1,45,0,1.90294869355194,74.215,0,0,0,0,0,0,0,1,0,0,0,1,0,0
295.84,11,0,1,69,4,39,0,4.287536169745852,59.16799999999999,1,1,0,0,0,1,0,0,0,0,0,1,0,0
142.51,7,0,0,74,2,44,0,1.9258107847863406,47.50333333333333,0,0,0,0,0,0,0,0,1,0,0,1,0,0
177.15,10,0,0,95,4,32,0,1.8647368224764547,35.43,0,0,0,0,0,1,0,0,0,0,0,1,0,0
512.7,6,0,0,39,3,26,0,13.146153509072988,128.175,0,0,1,1,0,0,1,0,0,0,0,1,0,0
31.53,12,0,0,96,1,28,0,0.3284374965787761,15.765,0,0,0,0,1,0,0,0,0,1,0,0,0,0
391.17,23,0,0,62,0,20,0,6.309193446625913,391.17,0,0,0,0,0,0,0,0,1,0,1,0,0,0
44.43,3,0,0,52,3,26,1,0.8544230604918642,11.1075,0,0,0,0,1,0,0,0,0,0,0,0,1,0
288.4,10,0,0,75,3,42,0,3.8453332820622226,72.1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
224.18,6,0,0,29,0,26,0,7.730344561022601,224.18,0,0,0,1,0,0,0,0,1,0,0,1,0,0
175.38,22,0,0,68,2,30,0,2.5791176091306234,58.46,0,0,0,0,0,0,1,0,0,0,1,0,0,0
123.98,2,0,0,43,1,56,1,2.8832557469010296,61.99,0,0,0,0,0,0,1,0,0,0,0,0,1,0
51.0,6,0,0,55,3,33,0,0.9272727104132235,12.75,0,0,0,0,1,0,0,0,0,0,0,1,0,0
223.08,21,0,0,85,2,63,0,2.62447055735917,74.36,0,0,0,0,1,0,0,0,0,0,1,0,0,0
31.7,0,0,0,62,1,53,1,0.5112903143340272,15.85,0,0,0,0,0,0,1,0,0,0,0,0,1,0
107.63,13,1,0,59,4,63,0,1.8242372572163177,21.526,1,1,0,0,0,0,1,0,0,1,0,0,0,0
311.58,21,1,0,66,0,60,0,4.720909019380167,311.58,1,1,0,0,0,0,0,0,1,0,1,0,0,0
189.7,23,0,0,90,1,27,0,2.107777754358025,94.85,0,0,0,0,0,0,0,0,1,0,1,0,0,0
90.33,7,0,0,87,2,25,0,1.0382758501347604,30.11,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1285.21,10,0,0,63,2,54,0,20.400158406346694,428.40333333333336,0,0,1,0,0,1,0,0,0,0,0,1,0,0
195.16,16,0,1,90,2,40,0,2.1684444203506175,65.05333333333333,1,1,0,0,1,0,0,0,0,1,0,0,0,0
514.42,12,0,0,52,3,28,0,9.892692117448227,128.605,0,0,1,0,0,1,0,0,0,1,0,0,0,0
64.5,4,0,0,35,1,32,1,1.8428570902040833,32.25,0,0,0,1,0,0,0,0,1,0,0,0,1,0
112.83,11,0,0,74,2,66,0,1.5247297091252743,37.61,0,0,0,0,0,1,0,0,0,0,0,1,0,0
55.45,2,0,0,93,3,65,1,0.5962365527286393,13.8625,0,0,0,0,0,1,0,0,0,0,0,0,1,0
768.38,5,0,0,93,4,31,1,8.262150448794081,153.676,0,0,1,0,0,0,0,0,1,0,0,0,1,0
645.08,23,0,0,86,1,64,0,7.500930145338022,322.54,0,0,1,0,0,0,0,0,1,0,1,0,0,0
26.26,2,0,0,73,2,53,1,0.3597260224695066,8.753333333333334,0,0,0,0,0,0,0,1,0,0,0,0,1,0
67.24,12,0,0,31,3,38,0,2.1690321880957355,16.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0
537.51,14,1,0,29,2,65,0,18.534826947074933,179.17,1,1,1,1,1,0,0,0,0,1,0,0,0,0
120.67,5,0,0,40,1,41,1,3.016749924581252,60.335,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39.96,12,0,0,35,1,51,0,1.1417142530938786,19.98,0,0,0,1,0,0,1,0,0,1,0,0,0,0
593.99,4,0,1,47,2,53,1,12.638084837487558,197.99666666666667,1,1,1,0,0,1,0,0,0,0,0,0,1,0
210.75,4,0,0,41,1,22,1,5.140243777067226,105.375,0,0,0,0,0,0,0,0,1,0,0,0,1,0
231.42,5,0,1,66,2,58,1,3.5063635832369155,77.14,1,1,0,0,0,0,0,0,1,0,0,0,1,0
67.76,9,0,0,30,2,44,0,2.2586665913777804,22.58666666666667,0,0,0,1,0,0,0,1,0,0,0,1,0,0
200.53,16,0,0,42,0,33,0,4.774523695844675,200.53,0,0,0,0,0,0,0,1,0,1,0,0,0,0
22.27,3,0,1,67,2,47,1,0.3323880547404768,7.423333333333333,1,1,0,0,0,0,0,1,0,0,0,0,1,0
383.53,4,0,1,55,1,34,1,6.973272600485952,191.765,1,1,0,0,0,1,0,0,0,0,0,0,1,0
401.55,4,0,0,81,2,58,1,4.957407346204848,133.85,0,0,0,0,0,1,0,0,0,0,0,0,1,0
31.98,22,1,0,55,2,64,0,0.5814545348826449,10.66,1,1,0,0,0,1,0,0,0,0,1,0,0,0
95.13,15,0,0,85,2,66,0,1.1191764574214533,31.709999999999997,0,0,0,0,0,1,0,0,0,1,0,0,0,0
194.02,14,0,0,33,2,46,0,5.879393761230493,64.67333333333333,0,0,0,1,0,0,0,0,1,1,0,0,0,0
236.74,18,1,0,52,3,42,0,4.552692220140535,59.185,1,1,0,0,0,1,0,0,0,0,1,0,0,0
239.67,1,0,0,42,0,69,1,5.706428435561228,239.67,0,0,0,0,0,0,1,0,0,0,0,0,1,0
413.7,4,0,0,93,1,59,1,4.448387048942075,206.85,0,0,0,0,0,1,0,0,0,0,0,0,1,0
71.8,9,0,0,33,2,40,0,2.17575750982553,23.933333333333334,0,0,0,1,0,0,1,0,0,0,0,1,0,0
99.56,14,0,0,49,2,29,0,2.031836693227823,33.18666666666667,0,0,0,0,0,0,1,0,0,1,0,0,0,0
162.11,3,0,0,79,3,30,1,2.052025290480693,40.5275,0,0,0,0,0,0,0,1,0,0,0,0,1,0
220.72,17,1,0,42,5,68,0,5.255237970113382,36.78666666666667,1,1,0,0,0,0,0,1,0,1,0,0,0,0
46.04,19,0,0,92,2,68,0,0.5004347771691872,15.346666666666666,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9.31,9,0,0,67,2,41,0,0.1389552218066385,3.1033333333333335,0,0,0,0,0,0,0,1,0,0,0,1,0,0
97.68,1,0,0,42,2,18,1,2.3257142303401377,32.56,0,0,0,0,0,0,0,0,1,0,0,0,1,0
171.58,6,0,0,36,2,64,0,4.76611097871914,57.193333333333335,0,0,0,1,0,1,0,0,0,0,0,1,0,0
169.64,21,0,1,27,2,68,0,6.282962730260639,56.54666666666666,1,1,0,1,0,0,0,1,0,0,1,0,0,0
50.23,16,0,0,66,1,32,0,0.7610605945293849,25.115,0,0,0,0,0,0,0,1,0,1,0,0,0,0
24.17,2,0,0,45,1,53,1,0.537111099175309,12.085,0,0,0,0,0,0,1,0,0,0,0,0,1,0
194.86,8,0,0,57,2,32,0,3.4185964312526944,64.95333333333333,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3.65,3,0,0,87,1,51,1,0.041954022506275605,1.825,0,0,0,0,0,1,0,0,0,0,0,0,1,0
218.02,2,0,0,96,1,29,1,2.271041643009983,109.01,0,0,0,0,1,0,0,0,0,0,0,0,1,0
203.39,23,0,0,42,1,35,0,4.842618932318596,101.695,0,0,0,0,0,0,0,0,1,0,1,0,0,0
220.58,23,0,0,84,4,33,0,2.6259523496910435,44.116,0,0,0,0,1,0,0,0,0,0,1,0,0,0
739.03,22,0,0,76,1,30,0,9.724078819420015,369.515,0,0,1,0,0,0,0,0,1,0,1,0,0,0
21.22,10,1,0,50,6,36,0,0.42439999151200014,3.031428571428571,1,1,0,0,1,0,0,0,0,0,0,1,0,0
13.49,22,0,0,25,1,58,0,0.5395999784160008,6.745,0,0,0,1,0,0,1,0,0,0,1,0,0,0
17.16,22,1,0,43,2,55,0,0.39906975816116846,5.72,1,1,0,0,0,0,1,0,0,0,1,0,0,0
232.32,8,0,0,42,1,36,0,5.531428439727894,116.16,0,0,0,0,0,0,1,0,0,0,0,1,0,0
19.47,1,0,0,39,1,56,1,0.4992307564299806,9.735,0,0,0,1,1,0,0,0,0,0,0,0,1,0
352.39,6,0,0,93,1,65,0,3.7891397442027985,176.195,0,0,0,0,0,0,1,0,0,0,0,1,0,0
96.75,5,0,0,51,0,58,1,1.8970587863321808,96.75,0,0,0,0,0,1,0,0,0,0,0,0,1,0
85.14,23,0,0,71,1,23,0,1.199154912687959,42.57,0,0,0,0,0,0,0,0,1,0,1,0,0,0
294.65,5,0,0,55,1,26,1,5.35727262986777,147.325,0,0,0,0,0,0,0,1,0,0,0,0,1,0
110.21,11,0,1,48,3,57,0,2.2960416188324664,27.5525,1,1,0,0,0,0,0,0,1,0,0,1,0,0
332.17,22,0,0,39,2,49,0,8.517179268790276,110.72333333333334,0,0,0,1,1,0,0,0,0,0,1,0,0,0
202.76,18,0,0,68,2,37,0,2.9817646620328726,67.58666666666666,0,0,0,0,0,1,0,0,0,0,1,0,0,0
485.78,9,0,1,98,1,24,0,4.956938724929197,242.89,1,1,0,0,1,0,0,0,0,0,0,1,0,0
13.16,1,1,0,58,2,46,1,0.2268965478121285,4.386666666666667,1,1,0,0,1,0,0,0,0,0,0,0,1,0
294.23,17,0,0,37,1,34,0,7.952161947238867,147.115,0,0,0,1,1,0,0,0,0,1,0,0,0,0
380.12,15,0,0,62,3,37,0,6.130967643048909,95.03,0,0,0,0,0,0,0,1,0,1,0,0,0,0
42.35,11,0,0,80,5,35,0,0.5293749933828126,7.058333333333334,0,0,0,0,1,0,0,0,0,0,0,1,0,0
176.65,16,0,0,46,3,62,0,3.840217307821363,44.1625,0,0,0,0,0,0,0,0,1,1,0,0,0,0
508.34,16,0,0,50,1,69,0,10.166799796664003,254.17,0,0,1,0,0,0,0,1,0,1,0,0,0,0
244.7,12,0,1,64,0,69,0,3.82343744025879,244.7,1,1,0,0,1,0,0,0,0,1,0,0,0,0
13.54,17,1,0,30,0,24,0,0.45133331828888934,13.54,1,1,0,1,0,0,0,0,1,1,0,0,0,0
106.22,21,0,0,70,3,30,0,1.5174285497510207,26.555,0,0,0,0,0,0,0,1,0,0,1,0,0,0
63.31,23,0,0,29,3,59,0,2.1831033729964355,15.8275,0,0,0,1,1,0,0,0,0,0,1,0,0,0
147.73,3,0,0,71,1,52,1,2.08070419604642,73.865,0,0,0,0,0,1,0,0,0,0,0,0,1,0
37.17,15,0,0,66,1,31,0,0.5631818096487605,18.585,0,0,0,0,0,0,1,0,0,1,0,0,0,0
439.96,13,0,0,92,4,45,0,4.7821738610633275,87.99199999999999,0,0,0,0,0,0,1,0,0,1,0,0,0,0
42.36,8,1,0,95,4,47,0,0.4458947321484765,8.472,1,1,0,0,0,1,0,0,0,0,0,1,0,0
137.29,10,0,0,95,1,53,0,1.4451578795246538,68.645,0,0,0,0,0,1,0,0,0,0,0,1,0,0
53.49,7,1,0,77,0,64,0,0.6946753156535673,53.49,1,1,0,0,0,1,0,0,0,0,0,1,0,0
83.88,6,0,0,68,2,35,0,1.2335293936245677,27.959999999999997,0,0,0,0,0,0,0,1,0,0,0,1,0,0
236.93,1,0,0,60,2,54,1,3.9488332675194457,78.97666666666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0
73.08,20,0,0,84,4,19,0,0.8699999896428573,14.616,0,0,0,0,0,0,0,1,0,0,1,0,0,0
314.7,13,0,0,58,3,45,0,5.425861975416173,78.675,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10.57,16,1,0,65,1,56,0,0.1626153821136095,5.285,1,1,0,0,1,0,0,0,0,1,0,0,0,0
45.93,10,0,0,81,3,18,0,0.5670370300365799,11.4825,0,0,0,0,1,0,0,0,0,0,0,1,0,0
13.35,16,0,1,58,3,64,0,0.23017240982461362,3.3375,1,1,0,0,0,0,0,1,0,1,0,0,0,0
65.3,21,0,0,35,1,25,0,1.8657142324081648,32.65,0,0,0,1,0,0,1,0,0,0,1,0,0,0
39.2,1,0,0,73,2,54,1,0.5369862940138864,13.066666666666668,0,0,0,0,0,0,0,0,1,0,0,0,1,0
503.64,9,1,0,51,1,37,0,9.875293924013844,251.82,1,1,1,0,0,1,0,0,0,0,0,1,0,0
503.76,21,0,0,84,4,28,0,5.9971427857483,100.752,0,0,1,0,0,0,1,0,0,0,1,0,0,0
59.75,7,0,0,29,1,41,0,2.060344756539836,29.875,0,0,0,1,0,0,1,0,0,0,0,1,0,0
579.02,2,0,0,97,3,28,1,5.969278288976512,144.755,0,0,1,0,0,0,0,0,1,0,0,0,1,0
419.75,6,0,0,67,0,37,0,6.264925279627981,419.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0
100.02,23,0,0,88,1,42,0,1.1365908961751034,50.01,0,0,0,0,0,0,1,0,0,0,1,0,0,0
276.84,20,0,0,62,3,42,0,4.465161218303851,69.21,0,0,0,0,0,0,0,1,0,0,1,0,0,0
115.05,17,0,0,37,9,29,0,3.109459375420017,11.504999999999999,0,0,0,1,0,0,0,0,1,1,0,0,0,0
16.31,23,0,0,38,1,50,0,0.4292105150207759,8.155,0,0,0,1,0,0,1,0,0,0,1,0,0,0
72.9,0,0,0,46,2,22,1,1.5847825742438573,24.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0
90.92,12,0,1,27,1,50,0,3.367407282688619,45.46,1,1,0,1,0,0,0,1,0,1,0,0,0,0
243.01,16,0,0,40,3,26,0,6.075249848118754,60.7525,0,0,0,0,1,0,0,0,0,1,0,0,0,0
42.44,18,0,0,42,2,23,0,1.0104761664172341,14.146666666666667,0,0,0,0,1,0,0,0,0,0,1,0,0,0
488.15,1,0,0,28,0,21,1,17.433927948788288,488.15,0,0,0,1,0,0,1,0,0,0,0,0,1,0
158.68,12,1,0,88,0,30,0,1.803181797691116,158.68,1,1,0,0,0,1,0,0,0,1,0,0,0,0
52.31,22,0,0,62,6,26,0,0.8437096638111345,7.472857142857143,0,0,0,0,0,0,1,0,0,0,1,0,0,0
547.57,22,0,0,99,1,59,0,5.531010045141313,273.785,0,0,1,0,0,0,1,0,0,0,1,0,0,0
272.85,19,0,0,58,1,59,0,4.7043102637187895,136.425,0,0,0,0,0,0,1,0,0,0,1,0,0,0
220.1,21,0,1,31,2,48,0,7.099999770967749,73.36666666666666,1,1,0,1,0,0,1,0,0,0,1,0,0,0
164.14,21,0,0,59,3,28,0,2.7820338511519687,41.035,0,0,0,0,0,0,0,1,0,0,1,0,0,0
296.36,13,0,0,76,2,32,0,3.899473632901663,98.78666666666668,0,0,0,0,0,0,0,0,1,1,0,0,0,0
313.07,20,0,0,60,2,23,0,5.217833246369446,104.35666666666667,0,0,0,0,0,0,0,0,1,0,1,0,0,0
586.94,23,1,0,55,1,59,0,10.671636169606616,293.47,1,1,1,0,0,0,0,1,0,0,1,0,0,0
129.27,14,0,0,56,2,58,0,2.308392815921557,43.09,0,0,0,0,0,0,0,0,1,1,0,0,0,0
422.03,7,0,0,50,2,33,0,8.440599831188003,140.67666666666665,0,0,0,0,0,0,0,1,0,0,0,1,0,0
116.35,20,0,0,65,0,68,0,1.789999972461539,116.35,0,0,0,0,1,0,0,0,0,0,1,0,0,0
262.03,23,0,0,35,3,20,0,7.486571214669394,65.5075,0,0,0,1,0,0,1,0,0,0,1,0,0,0
14.87,14,0,0,82,4,29,0,0.18134146120315292,2.9739999999999998,0,0,0,0,0,0,0,1,0,1,0,0,0,0
38.22,14,0,1,61,0,47,0,0.6265573667777481,38.22,1,1,0,0,0,0,1,0,0,1,0,0,0,0
531.09,11,0,0,48,3,47,0,11.064374769492193,132.7725,0,0,1,0,0,0,0,1,0,0,0,1,0,0
265.26,9,0,0,96,0,49,0,2.763124971217448,265.26,0,0,0,0,0,0,1,0,0,0,0,1,0,0
